battery,cycle,mean_voltage,min_voltage,max_voltage,voltage_range,mean_current,min_current,mean_temperature,max_temperature,discharge_duration_s,voltage_drop_rate,capacity_ah,soh_pct
B0005,1,3.553734001235637,2.612467347907089,3.9748709122299895,1.3624035643229004,-2.0126207740316393,-2.0180146876333027,32.285161196889085,38.90411223853604,3311.234,0.00041144889316880066,1.8564874208181568,92.82437104090783
B0005,2,3.5609987370492955,2.5872087289407264,3.979156704814032,1.3919479758733058,-2.0125607983390714,-2.016820542901454,32.4383266744855,38.9345898962704,3293.125,0.0004226830065282386,1.8463272497199268,92.31636248599634
B0005,3,3.565476195998501,2.65191689384378,3.979994937998008,1.3280780441542284,-2.01247381130899,-2.016573862170142,32.363278988108235,38.74364933715347,3273.656,0.00040568649978929626,1.835349194223408,91.7674597111704
B0005,4,3.5653781905236586,2.5929479647765468,3.981612882423148,1.3886649176466013,-2.012180500929662,-2.0159359571668354,32.236974872161184,38.67251117886956,3273.969,0.00042415334954197835,1.8352625275821128,91.76312637910564
B0005,5,3.5650189486597204,2.54741965112454,3.982253241291924,1.4348335901673837,-2.012707103960666,-2.017425579158831,32.09975412948961,38.5588283762414,3272.032,0.000438514534750083,1.8346455082120416,91.73227541060209
B0005,6,3.5661638779339415,2.5209480504077413,3.983439619400648,1.4624915689929066,-2.012865157600926,-2.0162347618032066,32.1386222010368,38.64849426602047,3273.547,0.00044676052275800733,1.8356616600675493,91.78308300337747
B0005,7,3.56692230540028,2.487927319492314,3.984584114231272,1.496656794738958,-2.012776560329247,-2.01583310669507,32.18134661596578,38.707161399468006,3272.86,0.00045729325261054793,1.8351461429226603,91.75730714613302
B0005,8,3.572893698987939,2.665204904745877,3.986072992655384,1.3208680879095072,-2.0128773736640815,-2.0166395518034546,32.1617338780491,38.48247850754903,3255.906000000001,0.00040568372917077665,1.8257567905665533,91.28783952832767
B0005,9,3.5715814462823636,2.603858472633368,3.9861816134942014,1.3823231408608336,-2.012794948646172,-2.018357230695621,32.104340107810415,38.46047117066617,3254.313,0.0004247664993689401,1.8247738529891333,91.23869264945667
B0005,10,3.5706539530552175,2.552853984885676,3.986907967132888,1.434053982247212,-2.012368620685179,-2.016071837814984,32.03038907493314,38.440002263808495,3254.625,0.00044062034251172164,1.824613268496936,91.2306634248468
B0005,11,3.568477781014362,2.472448301852732,3.9865987578580886,1.5141504560053565,-2.01236446542726,-2.0160713863396573,31.91689334727631,38.42303985411221,3254.640000000001,0.0004652282452146339,1.8246195526864504,91.23097763432251
B0005,12,3.5749407049115574,2.64956413267546,3.9888662437247535,1.3393021110492933,-2.012833741252596,-2.016851865845563,32.15408727301222,38.4674347458956,3235.281,0.0004139677855028028,1.814201935767392,90.7100967883696
B0005,13,3.572885760484142,2.5724981777366227,3.9886187732461087,1.416120595509486,-2.0124138220773284,-2.016393908986775,32.11943504270057,38.50748485560728,3235.157,0.00043772855398037434,1.8137521577549047,90.68760788774523
B0005,14,3.5709222016029627,2.5249886697730286,3.9874440010487904,1.4624553312757618,-2.0123424197152504,-2.0158117255163046,31.954219605594925,38.43649902755072,3234.718,0.00045211215669364743,1.8134404914735824,90.67202457367912
B0005,15,3.575258630844564,2.6946218616887228,3.987897722447335,1.2932758607586123,-2.012270500331637,-2.0193509920362724,31.851807455920245,38.16868880096885,3215.422,0.0004022103042022516,1.8025980036306504,90.12990018153252
B0005,16,3.5732210909818423,2.64010141737067,3.9877220404559415,1.3476206230852714,-2.012469028915947,-2.0164420273602586,31.75452682651172,38.1359924800777,3214.203,0.00041927053863283415,1.8021069002461496,90.10534501230748
B0005,17,3.5713950144903435,2.573903509838096,3.9877949234155072,1.4138914135774114,-2.012663090194962,-2.016465255161054,31.780906769807707,38.235046911721184,3214.766,0.00043981161104024723,1.8025795008262089,90.12897504131044
B0005,18,3.5692696790339955,2.4942396831720126,3.987770811438784,1.4935311282667714,-2.012767677535523,-2.0181069603406625,31.823552148010457,38.37206827600844,3215.438,0.00046448761514505065,1.8030683142834096,90.15341571417048
B0005,19,3.5682979758950975,2.4556793246645583,3.9880992885848574,1.532419963920299,-2.0126482949048174,-2.0170254305215485,31.82215936356865,38.41874277055602,3215.125,0.00047662842468653604,1.802777624719604,90.1388812359802
B0005,20,3.5731562443821945,2.6321428007989143,3.986357576489208,1.3542147756902936,-2.0125615843204474,-2.01684718332263,32.14416119981345,38.40348293513608,3294.421,0.0004110630595453021,1.8470259949329195,92.35129974664598
B0005,21,3.5726676338614305,2.5027764692056795,3.9882028787675567,1.4854264095618772,-2.012341595590293,-2.016190951623346,32.4878611036943,38.90427046351709,3295.469,0.0004507481058270848,1.847417311283644,92.3708655641822
B0005,22,3.574336031234615,2.617507742871704,3.9873262135928367,1.3698184707211327,-2.0121676888591917,-2.016760348146938,32.115733911001165,38.45267402611068,3275.672,0.0004181793753224171,1.8361774213478947,91.80887106739473
B0005,23,3.5753552785390053,2.694074478000972,3.9861838358072186,1.2921093578062464,-2.0123035856991933,-2.0160230713598764,31.800192342592936,38.14255653759616,3256.829,0.0003967384710116025,1.825780747577624,91.2890373788812
B0005,24,3.5729091665339965,2.6237674644021887,3.9858626870028,1.3620952226006113,-2.012363805431341,-2.01719076462715,31.68272295754249,38.1130812025911,3255.578,0.00041838813955635877,1.8251136435078368,91.25568217539184
B0005,25,3.5696804875530543,2.5010798299873738,3.9864416547916175,1.4853618248042437,-2.012308543064403,-2.016114862565665,31.643330783790788,38.184591581774185,3256.468000000005,0.00045612664543432995,1.825581504220376,91.2790752110188
B0005,26,3.5742333975936056,2.68499881852498,3.986500544312997,1.3015017257880168,-2.0123924130826953,-2.016863630474281,31.536204339302458,37.949467459972894,3235.656,0.00040223735953019013,1.814031127508391,90.70155637541954
B0005,27,3.56960087728755,2.547109116468133,3.9854748590167297,1.4383657425485965,-2.0123608967318036,-2.024643671910137,31.459070577367882,38.01919311449829,3237.047,0.0004443450288329445,1.8147691941158937,90.73845970579468
B0005,28,3.567340701496511,2.471314764334132,3.985346830956144,1.5140320666220122,-2.0125325631738633,-2.017291134571006,31.423257964228554,38.07657425769093,3235.328,0.0004679686469569738,1.813969388710352,90.69846943551761
B0005,29,3.5721687789508554,2.6613903306108773,3.986068533382712,1.324678202771835,-2.0125403910465263,-2.0171371258923303,31.43324190161474,37.93152652621658,3215.297,0.0004119924855376766,1.8027656651678232,90.13828325839116
B0005,30,3.5685077015034765,2.5417623554079207,3.9859361130233184,1.4441737576153977,-2.012554706883981,-2.015946028510057,31.4618452681009,38.09349795180285,3217.609000000001,0.0004488344474469699,1.804077040117352,90.2038520058676
B0005,31,3.570431476439235,2.628919415830567,4.00833685859264,1.3794174427620733,-2.0127723440327867,-2.0167372379007014,31.727392634581534,38.431475133067295,3307.0,0.0004171204846574156,1.8518025516704488,92.59012758352245
B0005,32,3.572976740491354,2.6312552691827045,4.010265422304266,1.3790101531215613,-2.0125440846361036,-2.0183057226929555,31.918881543463627,38.41151361110139,3269.625,0.00042176401058884776,1.8307038456739428,91.53519228369714
B0005,33,3.5722287900085328,2.654880745360911,4.009875957167357,1.3549952118064459,-2.0124045188661523,-2.016579511976592,31.68716664550134,38.23656074919321,3250.516,0.000416855419818406,1.8199041089501269,90.99520544750635
B0005,34,3.5702115819997724,2.6749688422803803,4.008273456851796,1.333304614571416,-2.012253486595877,-2.0193879194408373,31.288352041188826,37.86193464017681,3231.844,0.00041255228116561813,1.809307963702852,90.4653981851426
B0005,35,3.567812537410805,2.6159705726789904,4.008794435636435,1.392823862957445,-2.0122568970732284,-2.0158144838138368,31.23831210657633,37.85234522947546,3223.39,0.0004320990829398382,1.80460990458052,90.23049522902599
B0005,36,3.5702245541610393,2.658447162110498,4.0092420120433685,1.3507948499328704,-2.012536776998749,-2.019901495893039,31.71966404878312,38.2195280246262,3213.609,0.0004203357813389465,1.7993770651972192,89.96885325986096
B0005,37,3.5692555970828743,2.697942608427116,4.008290631679594,1.3103480232524776,-2.012279693129555,-2.016522387288751,31.454879440833913,37.97707473630467,3194.5,0.0004101887692134849,1.7884432335370462,89.42216167685231
B0005,38,3.5668074181039975,2.6617272246516333,4.00815465865438,1.346427434002747,-2.0121862398303665,-2.017112121704317,31.301037991322836,38.01040809761953,3184.765,0.00042277136115309827,1.7829230484252725,89.14615242126362
B0005,39,3.5658330003378453,2.699288287625812,4.006633221532959,1.3073449339071468,-2.012284463482986,-2.0180099883398217,31.128419631540787,37.78153326259964,3166.922,0.00041281248287995307,1.7730337158018288,88.65168579009143
B0005,40,3.563344783195663,2.612793240883853,4.006899067295745,1.394105826411892,-2.012735535150391,-2.017724236336294,31.372328720081764,38.14716767155235,3166.157,0.00044031481269308245,1.773037755078937,88.65188775394685
B0005,41,3.5664929337592155,2.6637064901468075,4.00844129502531,1.3447348048785028,-2.0125747782114396,-2.0167924886252218,31.90561373628523,38.66523767048857,3157.203,0.00042592598729904375,1.7678721106662054,88.39360553331026
B0005,42,3.5663467647321916,2.6668454289754746,4.008852679269583,1.3420072502941083,-2.0125002611730145,-2.0172551326315857,32.066365989100824,38.73374102208452,3147.407,0.0004263850370460853,1.762315070409309,88.11575352046545
B0005,43,3.5644729044158607,2.684431051981017,3.9894828808366913,1.3050518288556745,-2.0125508888646335,-2.0159457514475405,31.691950220187852,38.46446447427885,3152.4680000000008,0.00041397781955460744,1.7676172924938447,88.38086462469224
B0005,44,3.563117585494254,2.645224362345869,4.009045795198071,1.3638214328522023,-2.012390574693922,-2.021877555086194,31.553869938091232,38.20618881420677,3148.187,0.00043320852060319237,1.762668359743147,88.13341798715734
B0005,45,3.5601691500916584,2.6603527244917,4.005970999637656,1.3456182751459558,-2.0122294906482634,-2.0169903181968984,31.20695382938539,37.871573694580434,3128.875000000001,0.00043006456798240755,1.7517304870664143,87.58652435332071
B0005,46,3.559882470525512,2.6926849789916263,4.005624209031538,1.3129392300399116,-2.0125270901762597,-2.016185456554963,31.119437146924874,37.82004945543392,3110.719,0.000422069376899653,1.7418496047960008,87.09248023980004
B0005,47,3.557751309439895,2.670544734728978,4.005042729170244,1.3344979944412656,-2.0123448200092056,-2.0170647431651068,31.142324933103698,38.042380967873534,3100.719,0.00043038340283052594,1.7360913511847138,86.8045675592357
B0005,48,3.5696720044904935,2.605158060541757,4.004888902012153,1.3997308414703964,-2.012327141661875,-2.0168134548386294,34.16862750045242,40.61676409324107,3203.672,0.0004369145285380015,1.7936240148573608,89.68120074286804
B0005,49,3.572245052369028,2.6720120074530955,4.013376696144325,1.3413646886912298,-2.012255603035247,-2.0165540953857675,33.26340881839397,39.75352205267765,3185.11,0.0004211360639636401,1.7831890223273277,89.15945111636638
B0005,50,3.5674729664329634,2.674271233724938,4.010096937555259,1.335825703830321,-2.012160379995677,-2.022483480851903,32.490926655174746,39.07955502788136,3156.906,0.00042314395925324385,1.7673642076278957,88.36821038139479
B0005,51,3.5632249394949618,2.6309416727017187,4.008599843022157,1.3776581703204385,-2.0120916564167795,-2.016804145903712,32.1004048849872,38.7514197535489,3138.515,0.00043895223388144985,1.7570177850353066,87.85088925176532
B0005,52,3.561407000953216,2.6629725743154204,4.007463315210666,1.3444907408952456,-2.0121988894337948,-2.0172800396238526,31.80858483976316,38.5521344719629,3120.203,0.00043089848349458213,1.7468706179837907,87.34353089918953
B0005,53,3.559191212016126,2.612942119873717,4.0075989935452725,1.3946568736715554,-2.0122972096944234,-2.0159193745006387,31.85613244329429,38.74877822268547,3110.859000000001,0.0004483188963792814,1.7417172507457144,87.08586253728572
B0005,54,3.559467724666476,2.615719844266148,4.007716460831893,1.391996616565745,-2.0123765525408666,-2.020605919573001,32.21433475979851,39.086996056790376,3101.265,0.00044884800768903816,1.7364225056478186,86.82112528239094
B0005,55,3.557234307073009,2.6287695472774453,4.0062817858401,1.3775122385626548,-2.0123689117842964,-2.017554048083073,31.932414171547332,38.78645819231579,3083.141,0.0004467885959684149,1.7263217239235826,86.31608619617913
B0005,56,3.5563543254594276,2.6655106679421823,4.00516490678463,1.339654238842448,-2.0123233576050907,-2.016416703030436,31.806948347694444,38.81108844804652,3064.453000000001,0.00043715933605196344,1.7158065389330133,85.79032694665067
B0005,57,3.5542506750937575,2.650495153350404,4.005234097311831,1.354738943961427,-2.0125078142477264,-2.0170229987437884,31.719418757570278,38.66347864926757,3054.75,0.00044348602797656994,1.710533351135192,85.52666755675959
B0005,58,3.5537353305731267,2.643236235233877,4.004907929420898,1.3616716941870206,-2.0127830154757986,-2.016783933430818,31.94213732423374,38.95945000158567,3046.172,0.0004470107709568011,1.706014499648521,85.30072498242605
B0005,59,3.5543902891669417,2.656450207001938,4.006223021872478,1.3497728148705406,-2.0125688961709036,-2.019982930624072,32.28634852369665,39.13447565585548,3036.39,0.0004445320972834651,1.7003110272642588,85.01555136321294
B0005,60,3.551356777870709,2.626177688152069,4.0048886088630935,1.3787109207110246,-2.0124018530025216,-2.0164483122303767,32.11285434895031,39.05947645454438,3026.328000000003,0.0004555722052305709,1.6945798601797897,84.72899300898948
B0005,61,3.550914035105237,2.6582230344240045,4.004975700133282,1.3467526657092774,-2.0125222401041882,-2.026465491633473,32.00508249494518,38.988659823386286,3008.89,0.0004475911933335142,1.6849029086609286,84.24514543304643
B0005,62,3.5498576171494456,2.695100237338448,4.0039721758193485,1.3088719384809004,-2.01252933040692,-2.017330650607364,31.82062970743913,38.82686153852645,2990.156,0.00043772697427187763,1.6744741591159715,83.72370795579857
B0005,63,3.5476810471996116,2.639091813583503,4.003705496851481,1.364613683267978,-2.012531009094297,-2.02257876070347,32.06640903758551,39.275975313518494,2990.391,0.00045633286191269903,1.6745692479879102,83.72846239939551
B0005,64,3.5475061056007857,2.6857210282450983,4.003580200888358,1.3178591726432596,-2.0120392558260454,-2.0158674131052456,31.99230408536781,38.97342335718236,2971.641,0.0004434785940304564,1.663716375981405,83.18581879907026
B0005,65,3.548799964681219,2.6901786651087303,4.005978321897794,1.3157996567890633,-2.012493620762592,-2.016878594815316,32.22983292223401,39.331053622444905,2962.624999999997,0.00044413304309153694,1.659013868748246,82.9506934374123
B0005,66,3.543675771751768,2.63989531335958,4.002902939087468,1.3630076257278878,-2.0124865016953244,-2.019019155129933,32.117439229043214,39.37256927347493,2953.359,0.0004615109865505304,1.6538540573335014,82.69270286667508
B0005,67,3.5433112663073816,2.68991452927918,4.001693501949356,1.3117789726701763,-2.012293227239166,-2.0179820220655023,31.988642290253942,39.20264067251961,2933.625,0.0004471529158192258,1.6426537821301308,82.13268910650655
B0005,68,3.5406827219778823,2.6593581884887403,4.000869908097616,1.3415117196088753,-2.0124359768499382,-2.0158401305926343,32.005941918107126,39.29223196862651,2924.828,0.0004586634563156792,1.6378578430223698,81.89289215111849
B0005,69,3.540276265629933,2.6657030585650423,4.0013459734468375,1.3356429148817952,-2.012556612764061,-2.0192083553177325,32.076286037846195,39.39359788488456,2915.5,0.0004581179608581016,1.6327350407099108,81.63675203549555
B0005,70,3.5383639655796335,2.642986759012804,4.001439711918259,1.3584529529054548,-2.012368004729717,-2.0177540655234267,32.11567491167543,39.4709181709351,2906.860000000004,0.0004673265836350745,1.6277528915533617,81.38764457766808
B0005,71,3.5359053623100234,2.631116911889304,4.0003105017376495,1.3691935898483454,-2.01250017227431,-2.016206764491147,32.11075313600781,39.54921072457339,2896.594,0.0004726908879353977,1.622125485521159,81.10627427605796
B0005,72,3.5370582528590306,2.6961574046171672,4.000090755301954,1.3039333506847863,-2.0125025467695647,-2.018425729441905,32.06730702242606,39.39370035955599,2877.281,0.0004531824839787238,1.6113256603765849,80.56628301882924
B0005,73,3.5343876238937155,2.6667596238241567,3.999281229400003,1.3325216055758462,-2.0125471171905733,-2.0200094988659028,32.09117097106051,39.522122794825336,2868.688,0.00046450558777247515,1.6065631397488385,80.32815698744193
B0005,74,3.531857109596,2.6403185448373043,3.998751861482956,1.3584333166456517,-2.012495736191541,-2.0160906793454063,32.09098643250782,39.583822021338776,2859.75,0.0004750182067123531,1.6015142233917594,80.07571116958798
B0005,75,3.5324795554291333,2.6989298637289703,3.998173460318303,1.2992435965893327,-2.0122591536191647,-2.017218805788003,32.03179013362736,39.42692706970709,2840.11,0.0004574624210292322,1.590369231400328,79.5184615700164
B0005,76,3.5296329566284235,2.6682466504353,3.9981052820115033,1.329858631576203,-2.012788727308706,-2.017576881832417,32.001937895611775,39.484665188466174,2831.235,0.0004697097314692009,1.5857889968242211,79.28944984121105
B0005,77,3.5262954588349094,2.6479207279724903,3.9982451454078434,1.350324417435353,-2.012322293840228,-2.0163186530776205,31.88942530805368,39.32662729388425,2830.344,0.0004770884448799697,1.5849430707374117,79.24715353687058
B0005,78,3.532885638969158,2.6741633856529066,4.001839950512767,1.32767656485986,-2.012408218968765,-2.016322017667326,32.438925029736346,39.7034941383589,2849.172,0.0004659868076970643,1.5955263892495937,79.77631946247968
B0005,79,3.526819017501282,2.6892528956736257,3.9962087912526494,1.3069558955790237,-2.012039913699214,-2.016058383461316,31.878176837436364,39.265407543316286,2812.484,0.0004646980731549135,1.5747301747801037,78.73650873900519
B0005,80,3.5232536728632087,2.6888091229931623,3.9947346925771288,1.3059255695839664,-2.012643035948646,-2.0176016183677974,31.601685825213966,39.11440680157244,2794.047,0.00046739570579305443,1.5649019950937946,78.24509975468973
B0005,81,3.5220647312700244,2.6743555987897745,3.994787428416634,1.3204318296268593,-2.0127163235281547,-2.018404141903304,31.740245897668697,39.32476838126078,2784.765,0.00047416274968511144,1.5597659473370362,77.98829736685181
B0005,82,3.521769426618509,2.6430294964336345,3.994793496316385,1.3517639998827504,-2.0129792891800626,-2.0167778526758893,32.22384167838615,39.87862011320845,2783.844,0.00048557462267381015,1.5594815668184234,77.97407834092117
B0005,83,3.522760282160166,2.6584858447131823,3.995636832663757,1.3371509879505745,-2.012834959711419,-2.019500858990014,32.46635703521295,40.00950856663861,2775.5,0.0004817694065755988,1.55468935359061,77.7344676795305
B0005,84,3.5193911774689974,2.629782173759164,3.994786004983226,1.3650038312240618,-2.012781340263635,-2.025028692484549,32.36082780187084,39.98828499189766,2765.203,0.0004936360300578517,1.5488741079890418,77.44370539945209
B0005,85,3.5180563387868187,2.6622967647315545,3.9940768671930034,1.3317801024614488,-2.012461797170106,-2.017188769565156,32.13589239884342,39.700095117043546,2746.594,0.0004848842247749208,1.5382365989425582,76.91182994712791
B0005,86,3.5153080694025904,2.6823809667425094,3.991717942014789,1.3093369752722794,-2.012408250869963,-2.0203529496154493,31.872601997614883,39.50409706767029,2728.172,0.00047993197469671246,1.527914258251028,76.39571291255139
